p16313coll92	Great Southern Lumber Company, 1924-1938	No description
p120701coll10	Griffin 1932 Flood Collection	<p>This collection contains over 300 images that document the rising Ouachita River flood waters in the Monroe and West Monroe, Louisiana area during the spring of 1932.  This collection is part of the Griffin Photograph Collection donated to the University of Louisiana at Monroe in 1987 by Master Photographer, Mr. Thomas Durwood Griffin.  Images from the 1932 Flood Collection were taken by Mr. Griffin's father, Mr. James Everett Griffin who established Griffin's Photographic Studio in Monroe, Louisiana in 1914.</p>
p16313coll30	Guiseppe Ferrata Score Collection	<p>Guiseppe Ferrata (1865-1928), student of Sgambati and Franz Liszt, quickly became a respected concert pianist and composer following his emigration to the United States in 1892. He began his American career with several teaching posts throughout the Northeast before becoming the first teacher of piano and composition of the Tulane University Music Department (formerly the Sophie Newcomb College). He held this post until his death in 1928. As one of the founding faculty members, Ferrata’s influence on the early growth and development of the music department was substantial. During his career as an educator, Ferrata continued to compose music which won recognition at several competitions including the Music Teachers’ National Association Competition (1897), the Sonzogna Opera Competition of Milan (1903), and the Art Society of Pittsburgh Competition (1908). Though largely forgotten today, Ferrata’s works were generally well-received and performed across the United States during Ferrata’s lifetime.This collection includes more than 30 works published between 1901 and 1921. His versatility as a composer is highlighted by the variety of genres present in the collection; from light songs to solo piano works, masses, and string quartets. For more information about Guiseppe Ferrata, see: Baron, John H. 100 Years Newcomb-Tulane Music Department (1909-2009); New Orleans: John Baron, 2009. Eanes, Edward. “Ferrata, Giuseppe.” In Grove Music Online. Oxford Music Online,http://www.oxfordmusiconline.com/subscriber/article/grove/music/44655 (accessed May 23, 2012); Shipley, L.P. “Memoires and Music of Guiseppe Ferrata, a Pupil of Liszt.” In Journal of the American Liszt Society 28 (1990), 31-41.</p><p></p><p>This collection is best viewed with a browser other than Firefox. Optimal browsers include Chrome or Internet Explorer. Firefox does not render the PDFs accurately, however they do display. The result is very washed out and over-exposed.</p>
HWJ	Harper's Weekly Journal of Civilization and Frank Leslie's Illustrated Newspaper	No description
p15140coll18	Hermann Moyse, Sr. World War I Collection	<p>The Hermann Moyse, Sr., Letters contain letters written by Hermann Moyse, Sr. (1891-1985), a native of St. Gabriel, LA, during his time as a soldier in World War I. The letters are primarily addressed to Rosalie Gottlieb, Moyse's future wife. The collection also contains letters from Moyse to his parents, Simon and Flora Moyse, and siblings, as well as letters from various friends and fellow soldiers. Moyse earned a Bachelor of Arts degree from Louisiana State University in 1910 and a Bachelor of Law degree in 1912, after which he worked for the law firm of Cross and Moyse in Baton Rouge. Gottlieb, a Baton Rouge native, and daughter of Joseph and Rebecca (Hahn) Gottlieb, received a Bachelor of Arts degree from LSU in 1918.</p><p> </p><p>Moyse was one of the first volunteers from Louisiana to join the World War I effort, enlisting in the Army's First Officers Training Camp in 1917. Commissioned as a first lieutenant, Moyse was deployed to the Alsace sector, where he was severely wounded in trench warfare during the Aisne-Marne offensive on July 21, 1918. After months of convalescence, he returned to active duty as the assistant to the adjutant general of the Service of Supply at Tours, France. Moyse was honorably discharged in 1919 and was awarded the Distinguished Service Cross, the Purple Heart, and the French Croix de Guerre with Palm. Upon returning to Louisiana he was promoted to captain in the Reserve Corps of the United States Army. Moyse was active in local patriotic groups and during World War II served as state commander of the Louisiana Department of the American Legion.</p><p> </p><p>Moyse and Gottlieb married on September 30, 1920. The couple had two children, Hermann, Jr., and Betty. From 1921 to 1924, Moyse represented East Baton Rouge Parish in the state legislature. He worked as an attorney for the City National Bank in Baton Rouge from its inception in 1933 and became its vice-president and trust officer in 1946. He also served in various capacities with the Chamber of Commerce, the Red Cross, and other civic groups.</p><p> </p><p>The letters cover the period Moyse spent at Citizens Training Camp at Fort Logan H. Roots in Arkansas, Camp MacArthur in Waco, TX, as well as his brief stay in New York before he left for France. The majority of the letters are from his time in France, during which he writes to Gottlieb about his experiences with his fellow soldiers as well as his interaction with French people he encountered during his deployment. Moyse writes fondly of the French, for whom he has a great admiration of their stoic nature in a time of grave crisis and hardship.</p>
HIC	Higgins Industries	<p>Collection Description</p><p> </p><p>For nearly thirty years, the boat building company founded by Andrew Jackson Higgins was an important fixture in New Orleans. What began as a sideline to the petroleum industry in 1930 soon developed into a thriving commercial concern.  Higgins specialized in shallow-draft boats suitable to the bayous of Louisiana.  With World War II that reputation enabled Higgins Industries to become one of the largest manufacturers of U. S. naval combat boats during World War II.  The ability of the company to design and produce vessels in record time meant that during the war they produced 20,094 boats, employing 20,000 workers at seven plants in the New Orleans area.  Their most famous vehicles were the landing craft used during the Normandy Invasion on D-Day, which prompted General Eisenhower to remark that Andrew Higgins "won the war for us."</p><p> </p><p>The diagrams in this collection are of Motor Torpedo Boats (MTB), better  known as PT boats, which formed a major part of the company's war  effort.  From 1939-1945 the U. S. Navy purchased or contracted for 808  of these boats, generally in squadron-sized groups of twelve.  Of these,  Higgins Industries built or contracted to deliver 221: Nos. 5-6, 70,  and 564 (Hellcat) were prototypes; 71-94; 197-254; 265-313; 450-485;  625-660; and 791-802 were series, or "classes" of contracts.  The  contracts for Nos. 797-808 were cancelled in the latter half of 1945 and  these boats were never completed.  Most of the plans in this collection  applied either to an entire class (designated by the number of the  first boat in each group: e.g. Series 265; Series 450; Series 625), or a  subset thereof (e.g. 199-210).</p><p> </p><p>Browse All Items in the Higgins Collection</p><p> </p><p>Browse by Keyword</p><p> </p><p>To refine your search, click "Advanced Search" at the top of the page.</p>
LSU_BRT	Historic Images of Baton Rouge from LSU Libraries	<p></p><p> </p><p>This collection features photographs of Baton Rouge, Louisiana ranging in date from ca. 1855 to 1900. These photographs come from multiple manuscript collections held by LSU Libraries Special Collections.</p>
PSL	Historic Photographs of Southwest Louisiana	<p>The Historic Photographs of Southwest Louisiana Collection consists of approximately 5,000 photographs held by the Archives and Special Collections Department at McNeese State University. The Archives staff collected the photographs from individual donations, purchases, and from Photo Fairs held in the area. The photographs document McNeese, Lake Charles, and the Imperial Calcasieu region from the early 1890s to the present. Of particular note are the photographs Maude Reid collected. Miss Reid was the first public health nurse in Calcasieu Parish and established several free clinics for the poor. In addition to her work in public health, Reid served as the unofficial historian of Lake Charles, collecting photographs, postcards, pamphlets, and clippings into scrapbooks. Today her materials give researchers insight into daily life in Lake Charles in the early 1900s. Photographs in the collection also document major events in the area's history, including the Great Fire of 1910, the 1918 Hurricane, Prohibition rallies, and Hurricane Audrey. Other photographs follow the history of McNeese State University, from its inception in 1939 to the present. Finally, the collection includes images of historic homes and buildings documenting Lake Charles architecture.</p>
p120701coll27	Loyola University New Orleans Athletics Collection	<p>This is an artificial collection consisting of Loyola University New Orleans ephemera created to promote and support sport teams at Loyola University between the years of 1908 – 1992. Archery, basketball, baseball, boxing, football, golf, soccer, and tennis are represented as well as Hall of Fame awards and items detailing the discontinuation of intercollegiate sports in 1972.</p><p>Films from the Loyola University Athletics Collection were digitized by the Center for Louisiana Studies at the University of Louisiana at Lafayette thanks to generous donations from John Erb and Charles Young.</p>
p16313coll33	Hogan Jazz Archive Photography Collection	<p>The general graphics collection of the Hogan Jazz Archive contains approximately 6,000 images documenting people, places and events important to the study of New Orleans jazz. Included among the photographers whose work resides in the general graphics collection are Ernest Bellocq, Arthur P. Bedou, Villard Paddio, John Kuhlman, Don Perry, Florence Mars, William Russell, Alden Ashforth, Lee Friedlander, Bill Gottlieb, Ray Avery, Jack Hurley, Grauman Marks, Harriet Blum, Michael P. Smith, and many others.</p>
HPL	Huey P. Long Collection	<p> The LOUISiana Digital Library's Huey Long Collection includes artifacts  contributed by the Teaching American History in Louisiana (TAHIL)  partnership.  TAHIL providers include the Louisiana State Archives,  Louisiana State Museum, The Historic New Orleans Collection and Tulane  Univers ity Library Special Collections. </p><p></p><p>The Huey Long Digital Collection  contains original documents concerning depression-era Louisiana and  detailing Huey P. Long's "Share Our Wealth" program.   From the Historic  New Orleans Collection, a variety of original broadsides and speeches  offer insight into the popular appeal of Long's Louisiana program.  Sample ballots and election posters from Tulane's Special Collections  document Long's bid for public office.  In personal correspondence, also  from Tulane's Special Collections, Long compares his efforts to enact  "old age" pensions with FDR's efforts at the national level.   Transportation maps provided by the Louisiana State Museum illustrate  the results of Long's massive road-building program.  Opposition to  Long's programs is documented by newspaper articles, broadsides and  legislative appeals sponsored by a variety of Louisiana political and  economic groups including Standard Oil and the Louisiana Women's  Committee.  Of particular note, from THNOC manuscript holdings, a couple  of letters from author Ezra Pound related to Long's death speak to the  worldwide implications of this event and perceptions that Long's views  that were progressive and important. A compilation of Long's speeches is  also a part of the digital record being offered by THNOC and Tulane  University Library's Special Collections. </p>
LSU_HPL	Huey P. Long Photograph Album, 1928-1935	<p></p><p> </p><p>This collection is comprised entirely of an album with photographs from 1928-1935. The black and white photographs depict Louisiana governor Huey P. Long; Russell Long; former Louisiana Governor Oramel Hinckley Simpson; James P. O'Connor, Public Service Commissioner; Louisiana Governor O. K. Allen; John Overton; U.S. Senator Hattie Carraway; and others.</p><p>Topics represented in the photographs include Long's gubernatorial inauguration, Long's oath of office as Senator, Tulane and Louisiana State University sporting events, a Veterans' protest parade, the Overton trial, and Carraway's campaign in Arkansas.The original album is housed at LSU Libraries' Special Collections Library.</p>
p16313coll41	Images from the Civil War and Reconstruction	<p>The Louisiana Research Collection preserves a renowned collection of images pertaining to the Civil War and its aftermath. Among its holdings are more than 1,000 photographs, lithographs, and drawings from the Louisiana Historical Association depicting the Civil War and Reconstruction era. Subjects include political leaders, soldier and regimental portraits, studio portraits of general officers, photographs of memorial committees and veterans’ organizations, and forts and battlefields. Also included are images pertaining to the Army of Northern Virginia, the Washington Artillery, and photographs of Confederate monuments. Many of the images are unique, and many are by some of New Orleans’s more noted photographers.</p>
IBE	Integration and the Black Experience at LSU	<p>Integration and the Black Experience at LSU is a unique collection that includes audio files and transcripts from oral history interviews conducted from 1985 to 1998 of black students, faculty, and administrators at LSU during integration (1950-1970). Additional interviewees include lawyers and their clients who were involved in key lawsuits, as well as politicians and others who were vocal opponents or supporters of integration.</p>
p120701coll29	Isidore Newman School Archives	<p>Collection Description</p><p> Isidore Newman School is an independent, co-educational, college preparatory school located in uptown New Orleans. The school was founded in 1903 with the gift of local philanthropist Isidore Newman, who wanted to provide a superior education to the boys and girls living in the nearby Jewish Orphans Home. The school employed an education method called manual training, and was therefore called Isidore Newman Manual Training School, or "Manual". Its motto is Discimus Agere Agendo, or "We learn to do by doing". The initial curriculum combined academics with training in wood and iron work, sewing, cooking, and household management. Newman stipulated that the school be open to all children regardless of religion or social background. By 1931 the school had become college preparatory and changed its name to Isidore Newman School.</p><p></p><p>Isidore Newman School's archives span over one hundred years and contain materials historically significant to the history of New Orleans, the Manual Training Movement in education, and to the story of immigrants finding prosperity in America, a central theme in our country's history.</p><p> </p><p>The archives contain relics and photographs relating to Isidore Newman, his wife, Rebecca Kieffer Newman, and their descendants. There are student publications such as the Pioneer and the Greenie, the former of which was founded in 1911 and is the oldest continuously published student magazine in Louisiana. During the Pioneer's early years, students carved wood blocks in art class to decorate the covers; they have survived and are works of art in themselves. The archives also contain the usual memorabilia of a school: sepia photographs of students wearing sweaters embroidered with the "M" for Manual, graduation pictures, homecoming programs, invitations, snapshots of class trips, scrapbooks, old report cards, readers, primers, and diplomas.</p>
p120701coll11	Israel Shreve Letters	No description
p16313coll6	Jambalaya and T-Wave Yearbooks	<p>The Jambalaya yearbook began publication in 1896, but was not published from 1997-2003, nor in 2007.  It ceased publication in 2009. Completely produced by students, these visual time-capsules document the daily life of students at Tulane University and the former Newcomb College, as well as highlighting special events which impacted their collegiate experience.</p><p> </p><p>Up until the early 1980s, students from all Tulane University schools and colleges were included in these yearbooks.  In 1982, the students of the School of Medicine launched their own yearbook, the T-Wave, which is also available digitally through the Tulane University Digital Library.  All of the Tulane yearbooks are keyword-searchable and downloadable as .pdfs.</p><p></p><p>This collection is best viewed with a browser other than Firefox. Optimal browsers include Chrome or Internet Explorer. Firefox does not render the PDFs accurately, however they do display. The result is very washed out and over-exposed.</p><p> </p><p>Click to view all Jambalaya yearbooks</p><p>Click to view all T-Wave yearbooks</p>
JSN	Jesuit scrapbooks from the New Orleans Province	<p>The following scrapbook, inscribed Archives of  the New Orleans Mission, dates to the late 19th century and is a record  of the men who served in the Society of Jesus and the churches, schools  and institutions they established in the South. Jesuits returned to the  Southern United States 1836, but it was not until 1907 that they were  designated the New Orleans Province of the American Assistancy.  Previously they were administered as a Mission of the Lyon, France  Province and as the Independent New Orleans Province. The Province  includes the states of Louisiana, Texas, Alabama, Georgia, Florida,  South Carolina, Tennessee, Arkansas, Mississippi and New Mexico. The  photographs in this scrapbook include numerous portrait photographs of  the Jesuits working in the South, group photographs of Jesuit  Communities, major houses such as the College of the Immaculate  Conception in New Orleans and St. Charles College in Grand Coteau, La. </p>
p16313coll24	John Gould's Birds of Great Britain	<p>John Gould, a British zoologist active throughout the mid-19th century, is known chiefly for the over 3000 hand colored lithographs he produced throughout his career. The first volume of one of his most successful publications, The Birds of Great Britain, can be found in Special Collections & Archives at Loyola's Monroe Library.</p>
LSU_JJA	John James Audubon in Louisiana	<p></p><p> </p><p>The John James Audubon in Louisiana collection contains water colored lithographs and engravings of birds Audubon did during a 4-month stay at the Oakley Plantation in St. Francisville, Louisiana in 1821. Many were later published in various incarnations of Birds of America. The Audubon prints chosen for digitization are in two different forms: large, loose folios (30" x 40") and octavo book plates (7" x 11") and were chosen from the "John James Audubon Collection," part of the library's E.A. McIlhenny Natural History Collection. This collection contains a complete Elephant Folio, one first-edition Royal Octavo, four later-edition Octavos, 117 separate Folio prints, and 32 original pencil drawings associated with the production of the Octavo edition of the Birds of America.</p>
LSU_WLS	John Langdon Ward Lantern Slides	<p></p><p>The collection consists of one hundred seven (107) lantern slides documenting the aftermath of the Siege of Port Hudson, 23 May - 09 July 1863. John Langdon Ward may have created these slides dating from circa 1880. John Langdon Ward, born October 25, 1841, was commissioned Captain of the 50th Regiment Massachusetts Infantry, 15 September 1862. Ordered with the regiment to Louisiana, he served with the 19th Corps through the siege of Port Hudson. The physical collection can be viewed at Louisiana State University's Hill Memorial Library.</p>
p16313coll81	John B. Heroman, Sr. photograph collection, circa 1885-1940	No description
LSUHSCS_JCM	John C. McDonald	No description
JNT	John Norris Teunisson Photographs	No description
p15140coll1	John T. Mendes Photograph Collection	No description
p120701coll28	Joseph-Aurélien Cornet, F.S.C. Collection	<p>The Field Research Archive of Frère Joseph Cornet was established at Loyola University New Orleans when Fr. Cornet gave his field notebooks to the University between 1998 and 2001. The remainder of his collected papers and scholarly research was bequeathed to Loyola following his death in 2004. The archive is the result of Fr. Cornet's 28 year residency in the Congo which began with a teaching appointment at the Académie des Beaux-Arts in Kinshasa, Democratic Republic of the Congo in 1964. He also lectured at Lovanium University of Kinshasa. Fr. Cornet was appointed director général adjoint of the Institut des Musées Nationaux du Congo (IMNC) when it was founded in 1970 and was appointed the museum's directeur général in 1975.</p><p>In addition to the field notebooks, the Cornet Archive includes over 500 large binders containing approximately 50,000 pages of research documentation on the arts of the Congo. These include photographs and other data on thousands of central African art objects in all media. The research files were compiled by Cornet with the intent of developing a ten volume History of Congolese Art. This material remains an important resource for the study of central African art, culture, and history.</p><p>For more information about this collection, view the preliminary inventory here.</p><p>This collection is only viewable within Special Collections & Archives, Monroe Library, Loyola University New Orleans. Please contact Special Collections for more information.</p>
UNO_JBF	Joseph Bauer Family Album	<p>Collection Description</p><p> This collection consists of photographic prints (primarily amateur snapshots, but also included are portraits by professional photographers) depicting exterior and interior views of Dr. Joseph Bauer's residence (1032 Esplanade Avenue), views of the French Quarter and Market, Audubon Park, Metairie Cemetery, the wharves of riverfront and Old Basin, horse racing at the Fair Grounds, Newcomb College (Chapel, Pottery, and main building), Milneburg, the Spanish Fort, West End Park, Mandeville, the bayous and shores of Lake Pontchartrain, trappers' cabins with palmetto roofs near Lake Pontchartrain, and a black funeral procession in Thibodeaux; it also contains formal portraits of Bauer and his wife, Hortense Villavaso Bauer, and numerous other snapshots of Bauer family, friends, associates, and servants. </p><p></p><p></p><p>Browse all Items in the Joseph Bauer Family Album Collection.</p><p>Browse by Creator:</p><p> </p><p>Browse by Subject:</p><p></p><p>To refine your search, click "Advanced Search" at the top of the page.</p>
p15140coll31	Judge John Minor Wisdom Collection	<p>John Minor Wisdom (1905-1999) was hailed as "a giant among federal judges during the tumultuous years that saw official segregation end in the South and civil rights at last extended to black Americans." Born in New Orleans, he attended Isidore Newman School and graduated from Washington and Lee University. In 1925 Wisdom went to Harvard University to study English literature, but a year later he returned to New Orleans and entered Tulane University Law School. He graduated first in his class in 1929 and was admitted to the bar. Later he and a former classmate, Saul Stone, founded the law firm which eventually became Stone, Pigman, Walther, Wittman and Hutchinson. While in private practice, he distinguished himself as an expert on trusts and was largely responsible for the adoption of Louisiana's new trust code.</p><p>During World War II, Wisdom served as a captain in the Army and later as lieutenant colonel in the Office of Legal Procurement. President Harry Truman rewarded his war service with the Legion of Merit. An active member of the Republican Party, he was instrumental in securing Dwight D. Eisenhower's nomination for the presidency in 1952. In 1957 Eisenhower appointed him to the 5th Circuit, which then included Mississippi, Texas, Alabama, Florida, and Georgia, as well as Louisiana. Wisdom aligned himself with three other 5th Circuit judges to form "The Four," a coalition that pressed consistently for black rights.</p><p>In 1977 Wisdom changed his status from active judge to senior judge, which relieved him of administrative duties but allowed him to continue to hear cases and write opinions. From 1975 until his death, he was a judge for the special court created under the Regional Rail Reorganization Act of 1973. He received many accolades, including honorary degrees from Tulane, Harvard, and San Diego universities and Oberlin and Middlebury colleges. Despite his support for civil rights, Wisdom maintained his memberships in the all-white Boston Club and Louisiana Club, explaining, "I can't change their minds, and they can't change my mind. They respect me, and I probably help the situation a little by not getting out of those clubs."</p><p>Wisdom's association with those organizations may have stimulated his interest in the New Orleans Mardi Gras memorabilia found in the Judge John Minor Wisdom Collection. Mardi Gras has been commemorated in Louisiana at least since 1699. In the 1850s the celebration fell into disrepute, but on February 24, 1857, the Mistick Krewe of Comus staged its first street parade, giving rise to the New Orleans carnival that we know today. During the last quarter of the nineteenth century, carnival organizations vied with each other to produce colorful, elaborately illustrated invitations to their balls and other ephemera.</p><p>Source: Pope, John. "Judge John Minor Wisdom Dies." New Orleans Times-Picayune, May 16, 1999, p. A-1+.</p><p>Photograph of Judge John Minor Wisdom courtesy University Archives photographic vertical file, Tulane University, New Orleans, LA.</p>
p16313coll25	L'Acadien Yearbooks	No description
p120701coll9	Lafcadio Hearn Correspondence	<p>Lafcadio Hearn was a writer during the closing decades of the nineteenth century and the opening years of the twentieth. His writings--fiction and nonfiction alike--typically drew on his firsthand observations of life in what were then considered exotic places: New Orleans, the West Indies, and Japan. The Lafcadio Hearn Collection at Loyola University New Orleans consists primarily of letters written by Hearn to Page Baker. Baker was the editor of the Times-Democrat when Hearn worked for that newspaper; he was also a steadfast champion of Hearn's literary ambitions. Hearn wrote Baker from various places--New Orleans, the West Indies, and Japan. In these letters, which ranged from one paragraph to many pages, Hearn touched on many subjects, including his work at the Times-Democrat, his literary efforts, and his travels. </p>
LOU	LCOC - LOUIS Collection of Collections	No description
LOU_RANDOM	LCOC Random image generator	No description
p15140coll38	Leon Trice Louisiana Political Photographs	<p>Leon Trice was a New Orleans area photographer,  active from 1920 to 1972. He worked for the New Orleans States newspaper  and later for the Associated Press. He also ran his own studio.  This collection of Trice's political photographs spans the 1920s - 1940s  with most of the photographs being from the late 1920s through 1930s.  It depicts some of Louisiana's most famous elected officials in a  variety of situations - campaigning, at home with family, in staged  photo opportunities, at work, and even lying in repose. Among the  political leaders featured are Huey P. Long, Earl Long, Richard Leche,  O.K. Allen, and others. </p><p></p><p>Preserving Louisiana's political culture is a special mission of the  Louisiana Research Collection (LaRC). LaRC preserves the papers of many  prominent Louisiana politicians, including Hale Boggs, Lindy Boggs,  David Treen, Thomas C. Catchings, Sam Jones, Randall Lee Gibson, F.  Edward Hebert, and many others. For more information, visit our website,  http://larc.tulane.edu/ </p>
