p15140coll12	'Andrew D. Lytle's Baton Rouge' Photograph Collection	<p></p><p> </p><p>View all items in this collection.</p><p> </p><p>This digital collection brings together approximately 800 images produced by Baton Rouge photographer Andrew D. Lytle that are found in numerous separate collections held in Hill Memorial Library.</p><p> </p><p>A native of Cincinnati, Lytle arrived in Baton Rouge around 1857.  Over the next fifty years or so, he and his business partners, including his son Howard, photographed Baton Rouge people, places, and community events such as parades.  Arriving on the scene just a few years before the Civil War, Lytle was well-placed to photograph Baton Rouge during the war, including scenes of naval vessels on the river, Federal encampments, damage and  streetscapes, and soldiers and sailors.  The faculty, cadets, student activities, and buildings of Louisiana State University Agricultural and Mechanical College, then at its former location where the State Capitol Building now sits, were also frequent subjects, as were the Louisiana State Penitentiary in Baton Rouge and inmates working at Angola and Hope farms and in Atchafalaya Basin levee camps.  He also photographed outdoor and nature scenes from the Baton Rouge environs, logging operations and rivers and watercraft, especially the Mississippi River and steamboats.  Lytle's surviving work, which is preserved in Special Collections, constitutes the most complete visual record of mid-19th and early 20th-century Baton Rouge.</p><p> </p><p>Almost all of the digital images in “'Andrew D. Lytle's Baton Rouge' Photograph Collection”  were created from duplicate photographic prints that Howard Lytle made in 1903 from his and his father’s  existing work and compiled in albums.  A small number of digital images were created from a group of glass negatives that surfaced in the 1960s in Baton Rouge.</p><p> </p><p>See also the "An Eye of Silver: The Life and Times of Andrew D. Lytle" online exhibition.</p>
APC	Antebellum Period	No description
p120701coll17	Anthony J. Stanonis Pamphlet Collection	<p> The Anthony J. Stanonis Collection is comprised of materials relating to the New Orleans tourist industry. Dating from 1902 to 1960, the guides, maps, brochures, books, and other literature document public and private tourism businesses. Anthony J. Stanonis gathered the materials during his research on the cultural and economic implications of urban tourism. </p>
p16313coll75	The Architect's Eye	<p>"The Architect's Eye" incorporates highlights from the Southeastern Architectural Archive, the largest repository of architectural records in the southern United States. Selected drawings illustrate nineteenth-century architecture as practiced by the Crescent City's leading designers, many of whom were educated in Europe. Building types include residences, commercial and institutional buildings. Selected drawings hint at the ways in which architectural drafting techniques separated the specialist from the layman. In an era of increasing professionalization, one's ability to render the third dimension on a two-dimensional surface elevated the socioeconomic level of one's clientele and the scale of one's commissioned projects. The collection represents some of the most accomplished architectural designs produced in nineteenth-century New Orleans.</p>
ACC	Archives of Cajun and Creole Folklore	No description
LSUBK01	Aristides Agramonte Yellow Fever Collection	<p>Access over 130 books and journal articles dating back to the 1790s discussing the epidemiology and pathology of yellow fever in New York, Philadelphia, Barbados and New Orleans, among other areas. Books are included from authors such as Benjamin Rush, Carlos Finlay, the New Orleans Board of Health, and Aristides Agramonte.</p><p></p><p>For more information on this collection and Dr. Agramonte, see the Collection's About page. </p><p></p><p>This project has been funded in whole or in part with Federal funds from the National Library of Medicine, National Institutes of Health, Department of Health and Human Services, under Contract No. N01-LM-6-3505 with the Houston Academy of Medicine-Texas Medical Center Library. </p>
p16313coll34	Armand Duplantier Family Letters, LSU Libraries	<p></p><p>View all items in collection.</p><p> </p><p>The Armand Duplantier Family Letters date from 1777 to 1841 and contain items from four generations of the Duplantier family, including Armand Duplantier, his uncle Claude Trénonay,  Armand’s son Armand Allard Duplantier, and granddaughter Amélie Augustine Duplantier Peniston.  The collection’s historical significance lies not only in what it can tell us about the history of Baton Rouge and nearby Pointe Coupée Parish, but also in what it reveals about the state’s colonial period, Francophone Louisiana in the territorial and antebellum era, and the enduring legacy of the state’s French antecedents.</p><p> </p><p>In particular, the letters relate to Louisiana under the French, Spanish, and Americans and the economic, political, and social conditions attendant on transitioning among the three powers; commerce with France; the succession of Trénonay; attitudes about the French Revolution; slavery and plantation matters; family news such as illness, births, deaths, and the education of Duplantier’s children; and travels in France by Amélie Duplantier.</p><p> </p><p>Armand Duplantier, Sr., whose letters represent the bulk of the collection, was born in Voiron, France, in 1753. He served as aide-de-camp to the Marquis de Lafayette during the American Revolution and came to Louisiana in 1781 to assist his uncle, Claude Trénonay, in running his plantation in Pointe Coupée Parish.  Soon after his arrival, he married Trénonay’s step-daughter, Augustine.   He continued to manage his uncle’s interests, purchased and sold additional slaves and land in Pointe Coupée, the Felicianas, and the Baton Rouge area, and raised cotton, indigo, and tobacco.  He also developed land holdings in New Orleans, where he lived for a time.  Soon after his wife’s death of yellow fever, in 1802 Duplantier married Constance Rochon Joyce, the widow of John Joyce, the original owner of Magnolia Mound Plantation near Baton Rouge.  Failed crops and poor investments led him to declare bankruptcy in 1814.</p><p> </p><p>In addition to his planting activities, Duplantier was somewhat involved in public life.  His friendship with Lafayette had continued after the Revolution, and when Lafayette was granted lands in Louisiana in 1803 in recognition of his service during the American Revolution, Duplantier was charged with acquiring them.  He was also part of the delegation that welcomed Lafayette during his 1825 visit to Louisiana.   Always concerned about suitable educational opportunities for his own children, he helped establish Baton Rouge College in 1822.  He died five years later and was buried in Highland Cemetery with military honors.</p><p> </p><p>The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries in 2011.</p><p> </p><p>Transcriptions and translations for this project were prepared by David Laatsch (MLS, LSU 2012), under the supervision and editorship of Special Collections Library Associate in Public Services Germain Bienvenu, PhD. The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.</p><p> </p><p>View collection Finding Aid.</p>
BBA	Baby Boom American Collection	No description
BRS	Beachrock Research Slides of Richard J. Russell Collection	<p>"The Louisiana Coastal Ecology Collection" contains a portion of Richard J. Russell's Louisiana research; however, Dr. Russell became internationally known for his research not only in Louisiana, but also throughout the world. This collection, "Beachrock Research Slides of Richard J. Russell," contains numerous slides of photographs that Dr. Russell took while doing his beachrock research around the world.Richard J. Russell was a renown geographer. After his training in forestry, paleontology, structural geology, and physical geography, Russell came to LSU in 1928 from California. He remained a professor here through his entire career. His research established his reputation as a world expert on the Mississippi and other delta regions, as well as on coastal erosion, coastal ecology and beachrock.The digitized slides that are available in the LSU Digital Library were provided by Dr. Jesse Walker, LSU Boyd Professor Emeritus. The slides are Dr. Walker's personal copies of Dr. Russell's original slides.</p>
BTW	Ben Treadaway WWII Shell Beach Collection	No description
p16313coll73	Black Natchez	<p>Filmmaker Ed Pincus worked and taught in the 1960s and 70s to develop a direct cinema approach to social and political problems. In 1965, Pincus spent ten weeks in Natchez, Mississippi, filming the lives of ordinary people in the Civil Rights Movement from which he developed two seminal black and white 16mm documentaries. His first film, Black Natchez, telecast on NET Journal, charts early attempts to organize and register Black voters and the formation of a self defense group in the Black community.</p><p>Black Natchez (1967, 62 min.) was shot the week following the murder of Wharlest Jackson, the treasurer of the Natchez branch of the NAACP. Jackson had been working in the Armstrong Tire and Rubber Plant, and had recently been promoted to a position that had been previously held by white workers. On the evening of February 27, 1965, a bomb detonated in Jackson’s pickup truck and killed him. He had received threats at the plant, and the incident highlighted the continued presence of the Ku Klux Klan in Natchez. In the week that followed, the African American community, along with local and national civil rights activists, gathered to address the problem. What Pincus captured were the protest marches, community meetings, and general public sentiment following Jackson’s death. The rolls of film he shot are genuine, often candid, portrayals of a community in a time of turmoil. At times, Pincus and his partner, David Neuman, turn the camera on an individual and interview him. Interviewees range from prominent civil rights leaders, including Charles Evers, to more representative residents, and they are asked to express his or her thoughts and feelings about racial tensions and violence in the city. The film also chronicles the tensions between the NAACP and the Mississippi Freedom Democratic Party, both of which were operating in Natchez.</p>
p16313coll39	Bourbon Street, 1944-1952	<p>The Southeastern Architectural Archive, Tulane University Libraries, is home to the Walter Cook Keenan New Orleans Photographs Collection numbering over 3,000 images. Walter Cook Keenan (1881-1970), the first architect of the Vieux Carré Commission (VCC) and a lifelong member of the Audubon Park Commission, took the photographs in order to document changes to the built environment. In 2013, the Tulane Digital Library undertook to digitize the portion of the collection focused on historic Bourbon Street. </p><p>Bourbon Street underwent significant changes during the mid-twentieth century. Beginning in 1944, the VCC increasingly sought to regulate the appearance of building facades, especially by limiting signage and prohibiting the use of neon. As VCC architect, Keenan conducted daily property inspections to document Vieux Carré Ordinance violations. Entertainment businesses along Bourbon Street were notably affected by the ordinance and Keenan recorded nearly every property along the artery more than once. Bourbon Street's night clubs, jazz musicians, burlesque shows, restaurants and boarding houses became his photographic subjects. The collection includes images of Sloppy Joe's, Lenny Gale's Sugar Bowl, the Old Barn Bar, Zonia's Cocktail Lounge, Ciro's, the Magic Lock, the Famous Door, 418 Bar, Dixie's Bar of Music, and Stormy's Casino Royale. Signs for burlesque dancers Evangeline, Bubbles, Kalantan, Pam Holloway, and Stormy's Mother also feature prominently.</p>
CMPRT	Camp Ruston Collection	No description
p15140coll40	Carnival Collection	<p>Tulane University's Louisiana Research Collection (LaRC) preserves possibly the largest collection of New Orleans Carnival paper and ephemera, such as invitations, dance cards, call out cards, printed float plates and bulletins, and original float and costume designs. Perhaps most notable among our Carnival collection are the more than five thousand original designs for Carnival floats and costumes we preserve. Many of these are from the "Golden Age" of Carnival and feature the work of noted designers such as Jennie Wilde, B. A. Wikstrom, and Charles Briton. </p><p> </p><p>LaRC also preserves the works of more contemporary designers, including Patricia Hardin, Olga Peters, and designer and noted Carnival historian Henri Schindler. We are in the process of putting our entire Carnival design collection online and hope to complete the project by the end of 2012. </p>
CWD	Caroline Wogan Durieux Works of Art	<p>Caroline Wogan Durieux (1896-1989), a New Orleans native of Creole descent, was a celebrated Louisiana artist of the twentieth century who taught art at Louisiana State University (Baton Rouge, La.) and invented a print-making process which involved radioactive ink.Caroline Durieux's papers include personal and professional correspondence, printed items, and photographs of Durieux and her art work which document her artistic career and career in art education at LSU.The graphic series contains approximately 85 photographs of Durieux's lithographs, cliche verres, electron prints and paintings. The series also contains several untitled electron prints, a cliche verre positive, a sketchbook and photographs of Durieux. </p>
p16313coll89	Cenobium - LSU School of Veterinary Medicine's Yearbook	<p>The first edition of the Cenobium yearbook includes the following:</p><p>“CENOBIUM (se-no ‘ be-um) (GR. KOINOBIOS – living in communion with others) – A colony of independent cells or organisms held together by a common investment.”</p><p>With that theme, the Cenobium began publication in 1977 and continued through 1990. Produced by students, the yearbooks are a chronicle of the daily life and the special events experienced by veterinary students at the LSU School of Veterinary Medicine.</p>
LSA	Center for Louisiana Studies Archive	No description
p15140coll25	Charity Hospital Reports	<p> The history of Charity Hospital in New Orleans, Louisiana begins on May  10, 1736.  On that date, the first Charity Hospital,  funded by the estate of shipbuilder Jean Louis, opened in a house on  Chartres and Bienville Streets in the historic French Quarter  to serve the city's poor and indigent population.  Since that time,  Charity Hospital has moved from location to location around  the city due to fire, flood, and politics.  Charity Hospital's last  location, the 1939 Art-Deco style complex located on Tulane Avenue  in New Orleans, Louisiana, has remained unused since Hurricane Katrina  in August of 2005. </p><p></p><p> The responsibility of Charity Hospital was assumed by the State of  Louisiana on March 17, 1813, almost one year after Louisiana was granted   statehood in 1812. Charity Hospital produced regular reports for the  state government of Louisiana titled Report(s) of the Board of  Administrators of the Charity Hospital to the General Assembly of Louisiana, also known as the Charity Hospital Reports.    Published from 1842 to 1974, these reports are vital to Louisiana's  social and medical history and include information not widely available  from the nineteenth century. The Charity Hospital Reports include  public health information on morbidity and mortality (including  information on the yellow fever epidemics in New Orleans), venereal  disease issues, disease incidence, vital statistics, and hospital  administration.  The reports also have information on the governance and financing of the  hospital. Medical milestones and memorials are sometimes included.  The reported information varies from year to year, but generally there  is a report to the legislature with a statistical report of the diseases   treated in the hospital.   Names of administrators, physicians,  surgeons, residents, internes and donors to the hospital are included in  most reports.  Most of the Charity Hospital Reports were published in English, but some early reports were also published in French.  The 1853 and 1856 Reports are the only years scanned in the French version). The Charity Hospital Reports Collection is a valuable  historic tool for researchers with a wide range of interests from  medical history to the importance of Charity Hospital as both a social  and cultural  institution in the New Orleans area.  All of the reports were published  as documents of the State of Louisiana and therefore are in the public  domain. </p><p></p><p> The John P. Isché Library at Louisiana State University Health Sciences  Center in New Orleans supplemented the Rudolph Matas Library content by  providing replacement copies for scanning as needed to replace damaged  or missing content. The documents are available as .pdf documents with  the  text fully searchable.  Every attempt has been made to make these  documents accessible according to guidelines and standards for Section  508. </p><p></p><p> The Charity Hospital Reports have been digitized by the Rudolph Matas Library of the Health Sciences of Tulane University under a NLM grant  awarded August 2010-June 2011 for a project titled: Early Medical Journalism of Louisiana, A pilot project for the preservation and sharing of  Nineteenth Century Medical Publications of Louisiana [National Library of Medicine (NLM) Prime Contract No. N01-LM-6-3505; HHSN276200663505C]. </p><p></p><p> See also the Matas Library website: Tulane and Charity Hospital: http://matas.tulane.edu/about/tulaneandcharity </p><p></p><p> For more information on the history of Charity Hospital: </p><p></p><p> Matas, Rudolph, and John Duffy. The Rudolph Matas History of Medicine in  Louisiana. Baton Rouge: Published for the Rudolph Matas  Trust Fund by Louisiana State University Press, 1958. </p><p></p><p> Salvaggio, John E. New Orleans' Charity Hospital: A Story of Physicians,  Politics, and  Poverty. Baton Rouge: Louisiana State University Press,  1992. </p>
CLF	Charles L. Franck and Franck-Bertacci	No description
LSU_CLT	Charles L. Thompson Photographs	<p></p><p> </p><p>View all Images.</p><p> </p><p>Charles L. Thompson, a resident of New Orleans, La., collected materials related to the history of New Orleans and Louisiana.  This digital collection consists of selected photographic prints of port and street scenes, ships, and other images of the city of New Orleans.  The images are from the Charles L. Thompson Collection Mss. 998, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La, and may be viewed at LSU Libraries Special Collections, Hill Memorial Library.</p>
p16313coll23	Charles V. Booth Collection	<p>DIGITAL COLLECTION NOTE</p><p> </p><p>Photos in this collection serve as digital surrogates to protect fragile, fading photos in the Charles V. Booth Collection (MSS 292) at the Earl K. Long Library at the University of New Orelans. Only photos from "Series III Visual Materials, Subseries III.1 Photographs of trucks" are included. Due to potential copyright restrictions, these scans must be viewed on campus.</p><p> </p><p>HISTORICAL NOTE</p><p> </p><p>The first organized Mardi Gras truck parade in New Orleans followed Rex down Canal Street on March 5, 1935, when fifty-six different groups riding on decorated trucks banded together to form the Elks Krewe of Orleanians.  Many of the participants were members of fraternities, sororities, neighborhood social clubs, and schools.  In addition to the Elks trucks, numerous other decorated trucks were sponsored by independent carnival clubs, for a total of nearly one hundred vehicles in the first truck parade. In New Orleans, street celebrations have commemorated Mardi Gras at least since February 24, 1857, when the Mistick Krewe of Comus held its inaugural parade.  The routes of the major parades included St. Charles Avenue, Canal Street, Royal Street, and other principal streets in downtown New Orleans and the French Quarter.  After World War I, some maskers, who had theretofore celebrated as they walked and danced through the streets, formed groups to ride on home-decorated trucks of various description.  The parade routes were heavily policed, however, and the trucks were not permitted to parade on major streets.  As time passed, the number of trucks and the quality of their decoration increased, and something of a competition burgeoned among the truck groups.  By the late 1920s and early 1930s, decorations were becoming increasingly elaborate. After riding on a decorated truck sponsored by the local Lodge #30 of the Benevolent and Protective Order of Elks in 1933, Chris R. Valley conceived the idea of organizing the independent trucks into a parade which would follow Rex on the established parade route.  On September 6, 1934, an Elks Carnival Committee was formed within the lodge, with Valley as its chairman.  On January 18, 1935, the group began publicizing the plan in the newspaper.  Given impetus by local columnists such as Mel Washburn and F. Edward Hebert, by the Elks committee, and by the general enthusiasm for Carnival, the idea caught on, and the Elks Krewe of Orleanians was born.  Valley, who remained active with the group for thirty years, gathered many of the materials in the collection. As time passed, the Elks Krewe of Orleanians grew, generally sponsoring forty-five to one hundred trucks annually from 1935 to 1955, one hundred fifty trucks through 1965, one hundred eighty trucks through 1971, and one hundred fifty trucks since 1971.  In 1946, Russell Calonge formed the Krewe of Crescent City, a parade of fifty to seventy-five trucks which follows the Elks Krewe of Orleanians.  Two additional truck parades began in the mid-1970s to follow the Krewe of Argus parade in Metairie, Louisiana (Jefferson Parish): the Krewe of Jefferson, founded by William H. Aitken, and the Elks Krewe of Jeffersonians, sponsored by B.P.O.E. Lodge #30.  Together they contribute some one hundred trucks, and the Elks Krewe of Gretna on the West Bank provides about sixty-five more.  Another dozen or so trucks follow the Krewe of St. Bernard parade in St. Bernard Parish.  Each truck is sponsored by an individual carnival club consisting of ten to fifteen families.  On average, forty persons ride on each truck. Maskers riding on trucks are known for the generosity with which they toss favors, known as “throws,” into the crowds of spectators.  This custom began during the earliest Mardi Gras celebrations with the throwing of foodstuffs, candies, and cookies, and evolved into today’s assortment of beads, plastic toys and cups, and doubloons.  The last of these, a 1½”, lightweight aluminum medallion, was originated by H. Alvin Sharpe.  First used by Rex in 1960, doubloons had spread by 1963 to the truck parades.  The first truck doubloon was a ceramic disc distributed by the Verbenas Carnival Club, followed in 1964 by a wooden nickel thrown by the Trabs Carnival Club.  Beginning in 1965, truck doubloons proliferated so rapidly that by 1969, some one hundred seventeen trucks out of a total of two hundred seventy in Greater New Orleans were throwing their own truck doubloons.  By 1969, however, interest in truck doubloons was diminishing.  During their glory years, however, some two hundred twenty carnival clubs were responsible for the minting of three thousand different medallions, for a total of more than twenty-five million truck doubloons. The collection was donated to the Earl K. Long Library by Charles V. Booth (b. 1923), a collector of Mardi Gras, truck, and doubloon history.</p><p> </p><p>Sources:</p><p> </p><p>Booth, Charles V.  “50th Anniversary Elk’s Truck Parade.”  1983.Booth, Charles V.  “Truck Doubloons.”  1988.</p>
LSU_CNP	Chickamauga and Chattanooga National Military Park Photographs	<p></p><p> </p><p>The Chickamauga and Chattanooga National Military Park was the first and largest military park in the United States. The park was officially dedicated in September 1895. The Louisiana Commission (or Committee) created the images in the Chickamauga-Chattanooga National Military Park collection after the Louisiana and National Commissioners established the official points of interest. The Park contains approximately 8,190 acres of land divided among several areas in Tennessee and Georgia. The collection contains twenty-nine (29) albumen photoprints of the grounds of the Park, taken circa 1894. There are eight (8) photographs from Missionary Ridge (Tenn. and Ga.) and twenty-one (21) photographs from Chickamauga (Ga.). The physical collection can be viewed at Louisiana State University's Hill Memorial Library.</p>
p15140coll10	Civil War Context and Conflict at LSU Libraries	<p></p><p> </p><p> </p><p> </p><p>On April 12, 1861, the first shots rang from Fort Sumter, sparking what would become the most devastating conflict ever fought in North America. The American Civil War (1861-1865) played out in over 10,000 settings across the American landscape, taking the lives of more than 600,000 soldiers. The war was a watershed moment in the nation’s history, ushering in a new economic, social and political order, leaving behind slavery and a planter aristocracy in the South, and ensuring that American democracy and free labor would survive both in the East and in the new states of the West. </p><p> </p><p> The Louisiana State University Libraries’ Division of Special Collections, housed in Hill Memorial Library, offers researchers a rich collection of materials relating to the antebellum, Civil War, and Reconstruction periods. The majority of these sources are part of the Louisiana and Lower Mississippi Valley Collections (LLMVC), which boast extensive holdings of books, periodicals, maps, manuscripts, state documents, and microfilm that support scholarly research in many areas, including religion, plantation management, slavery, French Creole identity and relations, and Southern nationalism. </p><p> </p><p> In conjunction with the Association of Southeastern Research Libraries (ASERL)-sponsored collaborative digital project, "Civil War in the American South" marking the sesquicentennial of the Civil War, LSU’s Special Collections staff has digitized 150 items from the LLMVC and Rare Book Collections. The materials chosen were included as illustrations of the ideological, political, and cultural origins of the Civil War. With historical themes ranging from Southern culture and a developing sectional identity, race relations, and gender to plantation life and politics in the years 1850-1865, the digital collection provides context for secession and the war itself. </p><p> Both published and unpublished materials were selected.</p><p> </p><p> View All Unpublished Items: </p><p> Unpublished manuscript items relate to education in the South, particularly the early history of the Louisiana State Seminary of Learning (present day Louisiana State University) immediately before and during the early years of the Civil War; racial attitudes, slavery, plantation management, and the transition from slavery to free labor; family, social life and customs; literature and reading, especially the need for southern-produced works; developing southern nationalism; religion in daily life; and men and women’s attitudes toward secession, politics, and the war. Additional materials include the diary kept by C.S.A. soldier John E. Ellis while a prisoner of war, selected letters of Eugène Dumez regarding Confederate diplomacy in France, and a series of letters from publisher and promoter of Southern commerce J.D.B. De Bow to Louisiana author and politician Charles Gayarré that focus on party politics, the Confederacy, and slavery.</p><p></p><p> Published Items:  </p><p> These sources are strong in topics relating to education, science and the arts in antebellum Louisiana. The diverse group of materials also includes rare sheet music relating to the Civil War and Louisiana. French-language poetry reflecting the state’s French and Creole roots is also available.</p>
LSU_CWP	Civil War Photograph Album, 1862-1900	<p></p><p>View all items</p><p>The Civil War Photograph Album contains portraits of military personnel who fought during the American Civil War, 1861-1865. The album has 50 pages; each page has a capacity for four (4) photographs, and most of the photographs (cartes-de-visite) are Confederate enlisted men and officers. This photograph album can be viewed at Louisiana State University's Hill Memorial Library.</p><p>The collection contains a total of one hundred thirty seven (137) cartes-de-visite (1862-1900,undated), and thirty (30) modern black and white copies (March 9, 1984) of some of those cartes-de-visite. Of the cartes-de-visite, one hundred twenty nine (129) are individual portraits, three (3) are group portraits, and five (5) are copy photographs of art works used as filler cards.The modern black and white copies where created by the Photoduplications Department of the Louisiana State University on 1984 and represent twenty-nine (29) individual portraits and one (1) group portrait.</p><p> View collection Finding Aid.</p>
p16313coll21	Clarence John Laughlin Photograph Collection	No description
